Vertex: node:53213, PageRank: 7.573152717631948E-4
Vertex: node:114530, PageRank: 1.8205169104625984E-4
Vertex: node:34676, PageRank: 1.8176551672798702E-4
Vertex: node:38804, PageRank: 1.8171083616172064E-4
Vertex: node:129063, PageRank: 1.8168160762134107E-4
Vertex: node:106164, PageRank: 1.816510126231466E-4
Vertex: node:22017, PageRank: 1.8148704386915655E-4
Vertex: node:72555, PageRank: 1.8138694021801175E-4
Vertex: node:31638, PageRank: 1.813573760320526E-4
Vertex: node:72738, PageRank: 1.8124432061389665E-4
Vertex: node:74380, PageRank: 1.812210376896881E-4
Vertex: node:99023, PageRank: 1.8114774537578637E-4
Vertex: node:54856, PageRank: 1.8113945100002699E-4
Vertex: node:50537, PageRank: 1.8064181554386017E-4
Vertex: node:4679, PageRank: 1.8062976190956094E-4
Vertex: node:21627, PageRank: 1.8047325730956347E-4
Vertex: node:56494, PageRank: 1.803505493866225E-4
Vertex: node:84424, PageRank: 1.8034303492977431E-4
Vertex: node:54771, PageRank: 1.8026062935591242E-4
Vertex: node:59292, PageRank: 1.802497027709196E-4
Vertex: node:121722, PageRank: 1.8018667649479617E-4
Vertex: node:11205, PageRank: 1.8003392700715053E-4
Vertex: node:95242, PageRank: 1.7998433636616013E-4
Vertex: node:32156, PageRank: 1.7975531354119374E-4
Vertex: node:1324, PageRank: 1.7959346089669616E-4
Vertex: node:129410, PageRank: 1.7947666993563057E-4
Vertex: node:18984, PageRank: 1.794148471130957E-4
Vertex: node:2158, PageRank: 1.7919464560958267E-4
Vertex: node:1776, PageRank: 1.7911883153963153E-4
Vertex: node:88633, PageRank: 1.790647344615563E-4
Vertex: node:76784, PageRank: 1.7894746534965895E-4
Vertex: node:91843, PageRank: 1.789241403811322E-4
Vertex: node:29258, PageRank: 1.7891877315422407E-4
Vertex: node:22416, PageRank: 1.788338663563708E-4
Vertex: node:40270, PageRank: 1.7882062827849187E-4
Vertex: node:47763, PageRank: 1.7881010134950174E-4
Vertex: node:79101, PageRank: 1.7871600870284418E-4
Vertex: node:5959, PageRank: 1.7865409833369976E-4
Vertex: node:125678, PageRank: 1.7864041116753344E-4
Vertex: node:2368, PageRank: 1.7863749701195204E-4
Vertex: node:58014, PageRank: 1.7857975395699024E-4
Vertex: node:76427, PageRank: 1.7822785208596994E-4
Vertex: node:70637, PageRank: 1.782166489544078E-4
Vertex: node:12600, PageRank: 1.7810540444074862E-4
Vertex: node:104241, PageRank: 1.7802592058067625E-4
Vertex: node:36688, PageRank: 1.7788788912332724E-4
Vertex: node:108818, PageRank: 1.7761563603582711E-4
Vertex: node:17075, PageRank: 1.7760614480167946E-4
Vertex: node:44278, PageRank: 1.7740216438905985E-4
Vertex: node:48686, PageRank: 1.7735923023556275E-4
Vertex: node:118743, PageRank: 1.7721857332714586E-4
Vertex: node:76323, PageRank: 1.772056495533343E-4
Vertex: node:40599, PageRank: 1.7713935886095678E-4
Vertex: node:51437, PageRank: 1.768093597850018E-4
Vertex: node:116126, PageRank: 1.7676917207462957E-4
Vertex: node:27442, PageRank: 1.7634132632590938E-4
Vertex: node:47911, PageRank: 1.7616728307422996E-4
Vertex: node:87262, PageRank: 1.7616294316723512E-4
Vertex: node:30828, PageRank: 1.7607366166358837E-4
Vertex: node:22653, PageRank: 1.7597646262722927E-4
Vertex: node:57156, PageRank: 1.7589405789558162E-4
Vertex: node:63105, PageRank: 1.7587678740797413E-4
Vertex: node:95765, PageRank: 1.7577619778877504E-4
Vertex: node:51866, PageRank: 1.7575307688305988E-4
Vertex: node:120618, PageRank: 1.757374277480605E-4
Vertex: node:121181, PageRank: 1.7568022658218208E-4
Vertex: node:13870, PageRank: 1.756719842032994E-4
Vertex: node:29502, PageRank: 1.755897653201129E-4
Vertex: node:105780, PageRank: 1.7552846680550898E-4
Vertex: node:55494, PageRank: 1.7535090213220792E-4
Vertex: node:78415, PageRank: 1.7518005706276588E-4
Vertex: node:92662, PageRank: 1.7445173041655604E-4
Vertex: node:42994, PageRank: 1.743709961275965E-4
Vertex: node:122178, PageRank: 1.7432492294953953E-4
Vertex: node:107436, PageRank: 1.7422976826469272E-4
Vertex: node:125082, PageRank: 1.7420276058671355E-4
Vertex: node:32715, PageRank: 1.7418993125023596E-4
Vertex: node:93624, PageRank: 1.7385630988031524E-4
Vertex: node:130588, PageRank: 1.7383266054739525E-4
Vertex: node:79552, PageRank: 1.7374972885828623E-4
Vertex: node:71118, PageRank: 1.7368923395018253E-4
Vertex: node:101797, PageRank: 1.7365170762349578E-4
Vertex: node:99104, PageRank: 1.7330839572878546E-4
Vertex: node:53998, PageRank: 1.732997751228898E-4
Vertex: node:127780, PageRank: 1.7321839491734657E-4
Vertex: node:113004, PageRank: 1.7312895051186574E-4
Vertex: node:98506, PageRank: 1.7309308736779898E-4
Vertex: node:80629, PageRank: 1.7268611635394622E-4
Vertex: node:85229, PageRank: 1.72680132477322E-4
Vertex: node:76830, PageRank: 1.724121863575348E-4
Vertex: node:2588, PageRank: 1.724027251340292E-4
Vertex: node:50340, PageRank: 1.7223724750163382E-4
Vertex: node:6506, PageRank: 1.7189507495881293E-4
Vertex: node:95872, PageRank: 1.7174848342690495E-4
Vertex: node:114249, PageRank: 1.7174227265586846E-4
Vertex: node:77229, PageRank: 1.7173278235917743E-4
Vertex: node:54131, PageRank: 1.7171221577148504E-4
Vertex: node:64909, PageRank: 1.7165730766126192E-4
Vertex: node:120989, PageRank: 1.71433504307138E-4
Vertex: node:1949, PageRank: 1.7128643469455128E-4
Vertex: node:119253, PageRank: 1.712709812754293E-4
Vertex: node:51847, PageRank: 1.7126314171688533E-4
Vertex: node:48071, PageRank: 1.712068319300366E-4
Vertex: node:37784, PageRank: 1.7115619585416695E-4
Vertex: node:37693, PageRank: 1.7107917987283186E-4
Vertex: node:45886, PageRank: 1.7100962516434728E-4
Vertex: node:110955, PageRank: 1.7096353697010537E-4
Vertex: node:15921, PageRank: 1.7095056987031604E-4
Vertex: node:30287, PageRank: 1.7081468338793086E-4
Vertex: node:30126, PageRank: 1.7076717667264223E-4
Vertex: node:113138, PageRank: 1.705898071601687E-4
Vertex: node:66724, PageRank: 1.7047036813143564E-4
Vertex: node:15211, PageRank: 1.7043019025159655E-4
Vertex: node:120199, PageRank: 1.7036599273948072E-4
Vertex: node:116191, PageRank: 1.7026815009718924E-4
Vertex: node:55155, PageRank: 1.7025649377779809E-4
Vertex: node:113825, PageRank: 1.6999456476585203E-4
Vertex: node:24354, PageRank: 1.6990025565363125E-4
Vertex: node:73543, PageRank: 1.6972911433218361E-4
Vertex: node:2984, PageRank: 1.696963899232689E-4
Vertex: node:112848, PageRank: 1.6966442926458168E-4
Vertex: node:58341, PageRank: 1.696136945424623E-4
Vertex: node:126092, PageRank: 1.6944868432704053E-4
Vertex: node:93025, PageRank: 1.6942379077351037E-4
Vertex: node:110293, PageRank: 1.693217157789551E-4
Vertex: node:50730, PageRank: 1.6924852772357365E-4
Vertex: node:118103, PageRank: 1.6919863805242054E-4
Vertex: node:40855, PageRank: 1.6919814881733258E-4
Vertex: node:74787, PageRank: 1.6915816848048906E-4
Vertex: node:3365, PageRank: 1.6915638925161006E-4
Vertex: node:125226, PageRank: 1.6908468873909102E-4
Vertex: node:67060, PageRank: 1.6900019269286426E-4
Vertex: node:1625, PageRank: 1.6897245963503357E-4
Vertex: node:85272, PageRank: 1.6892437813478006E-4
Vertex: node:116366, PageRank: 1.688877590614103E-4
Vertex: node:131121, PageRank: 1.688856854749527E-4
Vertex: node:75373, PageRank: 1.6859994741407795E-4
Vertex: node:34862, PageRank: 1.6859564009936035E-4
Vertex: node:113555, PageRank: 1.685887141320315E-4
Vertex: node:62515, PageRank: 1.6848675592329973E-4
Vertex: node:58364, PageRank: 1.6820589292575292E-4
Vertex: node:19812, PageRank: 1.681930744689894E-4
Vertex: node:129273, PageRank: 1.6816921687247248E-4
Vertex: node:126533, PageRank: 1.6802433828424343E-4
Vertex: node:116380, PageRank: 1.679008590492391E-4
Vertex: node:38670, PageRank: 1.67875817021846E-4
Vertex: node:11298, PageRank: 1.678607074227782E-4
Vertex: node:2962, PageRank: 1.6771102395014102E-4
Vertex: node:125842, PageRank: 1.675576616932988E-4
Vertex: node:92357, PageRank: 1.6737717714286783E-4
Vertex: node:117615, PageRank: 1.6730618044764886E-4
Vertex: node:83116, PageRank: 1.6727174700052804E-4
Vertex: node:45438, PageRank: 1.6726825065696552E-4
Vertex: node:9193, PageRank: 1.6721466119321135E-4
Vertex: node:82009, PageRank: 1.671426593880125E-4
Vertex: node:45319, PageRank: 1.671238646309096E-4
Vertex: node:107194, PageRank: 1.6705434466699398E-4
Vertex: node:85871, PageRank: 1.6695429708691055E-4
Vertex: node:53890, PageRank: 1.669203316861332E-4
Vertex: node:123201, PageRank: 1.668816500374407E-4
Vertex: node:555, PageRank: 1.6625019641577547E-4
Vertex: node:92810, PageRank: 1.6612461006892856E-4
Vertex: node:125365, PageRank: 1.6611991234723343E-4
Vertex: node:107581, PageRank: 1.659776680362365E-4
Vertex: node:106037, PageRank: 1.659542159787244E-4
Vertex: node:98621, PageRank: 1.658239506867312E-4
Vertex: node:56337, PageRank: 1.6574795694804394E-4
Vertex: node:46400, PageRank: 1.6549674293851486E-4
Vertex: node:75996, PageRank: 1.6548133404552966E-4
Vertex: node:46415, PageRank: 1.652874320741313E-4
Vertex: node:100077, PageRank: 1.6520681150698034E-4
Vertex: node:36969, PageRank: 1.6519329116963997E-4
Vertex: node:49009, PageRank: 1.6491192659734755E-4
Vertex: node:131866, PageRank: 1.6489071764443544E-4
Vertex: node:59881, PageRank: 1.6484624969432933E-4
Vertex: node:36182, PageRank: 1.6461644607259658E-4
Vertex: node:29684, PageRank: 1.6461617347332896E-4
Vertex: node:5034, PageRank: 1.6449915536776198E-4
Vertex: node:15630, PageRank: 1.6445263970670516E-4
Vertex: node:76672, PageRank: 1.6445138539917842E-4
Vertex: node:15759, PageRank: 1.643034861581272E-4
Vertex: node:63422, PageRank: 1.6416995034426824E-4
Vertex: node:112476, PageRank: 1.6414554402702998E-4
Vertex: node:89588, PageRank: 1.639595774469262E-4
Vertex: node:37179, PageRank: 1.6379042582926836E-4
Vertex: node:34009, PageRank: 1.6377801104458986E-4
Vertex: node:34265, PageRank: 1.6366622612469942E-4
Vertex: node:82130, PageRank: 1.634116221217017E-4
Vertex: node:30693, PageRank: 1.6310764691895196E-4
Vertex: node:6908, PageRank: 1.630817476112194E-4
Vertex: node:31389, PageRank: 1.630102430497814E-4
Vertex: node:34801, PageRank: 1.6297351087450748E-4
Vertex: node:103230, PageRank: 1.6291167204502457E-4
Vertex: node:51489, PageRank: 1.6279491077354102E-4
Vertex: node:102617, PageRank: 1.627630600371323E-4
Vertex: node:63005, PageRank: 1.6271139095013973E-4
Vertex: node:86951, PageRank: 1.627086381402978E-4
Vertex: node:112527, PageRank: 1.6264733103874994E-4
Vertex: node:103492, PageRank: 1.6258914424089233E-4
Vertex: node:96817, PageRank: 1.625255628203085E-4
Vertex: node:69493, PageRank: 1.6249269448802002E-4
Vertex: node:82069, PageRank: 1.6247840616971442E-4
Vertex: node:119515, PageRank: 1.6240817870188487E-4
Vertex: node:27124, PageRank: 1.6239309377788635E-4
Vertex: node:123633, PageRank: 1.622774733685003E-4
Vertex: node:81080, PageRank: 1.6226859170283432E-4
Vertex: node:36814, PageRank: 1.6225299394357747E-4
Vertex: node:63793, PageRank: 1.6211868801883832E-4
Vertex: node:122425, PageRank: 1.620069151717845E-4
Vertex: node:21271, PageRank: 1.618011072398373E-4
Vertex: node:77179, PageRank: 1.6146810617202552E-4
Vertex: node:113591, PageRank: 1.614074320515132E-4
Vertex: node:83016, PageRank: 1.613579570864775E-4
Vertex: node:105528, PageRank: 1.6119461183111534E-4
Vertex: node:18007, PageRank: 1.6115560682627248E-4
Vertex: node:92437, PageRank: 1.6102888815238225E-4
Vertex: node:30972, PageRank: 1.6086690676836993E-4
Vertex: node:39037, PageRank: 1.6085717443114274E-4
Vertex: node:44237, PageRank: 1.6063160361080145E-4
Vertex: node:7325, PageRank: 1.6044264206902762E-4
Vertex: node:94817, PageRank: 1.6042151218955336E-4
Vertex: node:60750, PageRank: 1.6027794058247753E-4
Vertex: node:108090, PageRank: 1.6018472220240049E-4
Vertex: node:3803, PageRank: 1.601441469119376E-4
Vertex: node:115420, PageRank: 1.6013579632938709E-4
Vertex: node:36044, PageRank: 1.6010175409584401E-4
Vertex: node:30222, PageRank: 1.600775076852E-4
Vertex: node:124956, PageRank: 1.598417355134435E-4
Vertex: node:132075, PageRank: 1.5971135107359046E-4
Vertex: node:33973, PageRank: 1.5960968280361645E-4
Vertex: node:72114, PageRank: 1.5954749213240276E-4
Vertex: node:3762, PageRank: 1.594987764935017E-4
Vertex: node:131043, PageRank: 1.5944246973262667E-4
Vertex: node:9540, PageRank: 1.5929877018660974E-4
Vertex: node:114464, PageRank: 1.592532593982135E-4
Vertex: node:74054, PageRank: 1.5922668520576306E-4
Vertex: node:40321, PageRank: 1.591782633554963E-4
Vertex: node:86483, PageRank: 1.5910277749421159E-4
Vertex: node:68233, PageRank: 1.5903923240579606E-4
Vertex: node:4851, PageRank: 1.590265414572302E-4
Vertex: node:38858, PageRank: 1.5902652677589538E-4
Vertex: node:131451, PageRank: 1.5892197999197447E-4
Vertex: node:102035, PageRank: 1.5889341437438004E-4
Vertex: node:14503, PageRank: 1.5873377405831903E-4
Vertex: node:114183, PageRank: 1.5871145074935415E-4
Vertex: node:90577, PageRank: 1.5869971458767906E-4
Vertex: node:74336, PageRank: 1.5869878994681402E-4
Vertex: node:79152, PageRank: 1.5858577227908228E-4
Vertex: node:102950, PageRank: 1.584579127919024E-4
Vertex: node:91913, PageRank: 1.582119211540979E-4
Vertex: node:17806, PageRank: 1.5810084662117152E-4
Vertex: node:50427, PageRank: 1.5810084662117152E-4
Vertex: node:52351, PageRank: 1.5805158236695106E-4
Vertex: node:70275, PageRank: 1.5799876819123536E-4
Vertex: node:66875, PageRank: 1.57960902010136E-4
Vertex: node:128463, PageRank: 1.579056365103643E-4
Vertex: node:90437, PageRank: 1.5789820541533647E-4
Vertex: node:111533, PageRank: 1.5789625817869731E-4
Vertex: node:57830, PageRank: 1.5771369610201135E-4
Vertex: node:59843, PageRank: 1.5762158178411493E-4
Vertex: node:8953, PageRank: 1.5760944595324565E-4
Vertex: node:21228, PageRank: 1.5754909721166593E-4
Vertex: node:15181, PageRank: 1.5752399565456554E-4
Vertex: node:23559, PageRank: 1.575002972022443E-4
Vertex: node:122787, PageRank: 1.5720827356835283E-4
Vertex: node:55583, PageRank: 1.5701803666258029E-4
Vertex: node:75731, PageRank: 1.568834809198461E-4
Vertex: node:107846, PageRank: 1.5683832846887685E-4
Vertex: node:21512, PageRank: 1.5674608345638374E-4
Vertex: node:28210, PageRank: 1.567362008821404E-4
Vertex: node:98055, PageRank: 1.5649218160249635E-4
Vertex: node:115543, PageRank: 1.5644581636630123E-4
Vertex: node:4272, PageRank: 1.5610331316569454E-4
Vertex: node:42972, PageRank: 1.5605511026666374E-4
Vertex: node:103011, PageRank: 1.5601680983708498E-4
Vertex: node:89910, PageRank: 1.558616988075138E-4
Vertex: node:12680, PageRank: 1.5583246840603722E-4
Vertex: node:82286, PageRank: 1.5576804556382537E-4
Vertex: node:55959, PageRank: 1.556527177183217E-4
Vertex: node:76026, PageRank: 1.5557979614970428E-4
Vertex: node:127016, PageRank: 1.5557396741910866E-4
Vertex: node:28317, PageRank: 1.555063938937649E-4
Vertex: node:19282, PageRank: 1.5547056062518273E-4
Vertex: node:17689, PageRank: 1.5539903285493011E-4
Vertex: node:124231, PageRank: 1.5525552515129837E-4
Vertex: node:65676, PageRank: 1.551291793455963E-4
Vertex: node:67618, PageRank: 1.5505520043172856E-4
Vertex: node:124351, PageRank: 1.5502628325435652E-4
Vertex: node:6058, PageRank: 1.5501705259807845E-4
Vertex: node:61461, PageRank: 1.5485253097715775E-4
Vertex: node:44065, PageRank: 1.5476399376759505E-4
Vertex: node:21991, PageRank: 1.5476077224130846E-4
Vertex: node:19546, PageRank: 1.5460333948536694E-4
Vertex: node:20031, PageRank: 1.545838366426151E-4
Vertex: node:52856, PageRank: 1.5455072876800058E-4
Vertex: node:92163, PageRank: 1.5453697590742086E-4
Vertex: node:105901, PageRank: 1.5419333370285295E-4
Vertex: node:35790, PageRank: 1.5406196760143974E-4
Vertex: node:122101, PageRank: 1.5403795570774747E-4
Vertex: node:40208, PageRank: 1.5395600380416587E-4
Vertex: node:1690, PageRank: 1.538438517988528E-4
Vertex: node:33593, PageRank: 1.537782033265637E-4
Vertex: node:63346, PageRank: 1.5368684244390385E-4
Vertex: node:33883, PageRank: 1.5363422931113756E-4
Vertex: node:85397, PageRank: 1.5357257718993494E-4
Vertex: node:82340, PageRank: 1.5357082016476798E-4
Vertex: node:126487, PageRank: 1.5355577877077916E-4
Vertex: node:38921, PageRank: 1.5352670307684156E-4
Vertex: node:121891, PageRank: 1.5344792400559943E-4
Vertex: node:45083, PageRank: 1.533315657898193E-4
Vertex: node:85009, PageRank: 1.5268878236280407E-4
Vertex: node:66367, PageRank: 1.5256459628494405E-4
Vertex: node:54885, PageRank: 1.525237512047584E-4
Vertex: node:104976, PageRank: 1.5250588926964814E-4
Vertex: node:9386, PageRank: 1.524272110873574E-4
Vertex: node:56437, PageRank: 1.523881717452462E-4
Vertex: node:32267, PageRank: 1.5237869161834302E-4
Vertex: node:73123, PageRank: 1.5230952563540033E-4
Vertex: node:45242, PageRank: 1.522822737579109E-4
Vertex: node:11913, PageRank: 1.521715724464255E-4
Vertex: node:19149, PageRank: 1.5207883480772435E-4
Vertex: node:68877, PageRank: 1.5206279512994643E-4
Vertex: node:103429, PageRank: 1.5202750426683594E-4
Vertex: node:123670, PageRank: 1.519562639848724E-4
Vertex: node:124682, PageRank: 1.5192442380118631E-4
Vertex: node:87629, PageRank: 1.5186664596761353E-4
Vertex: node:36442, PageRank: 1.5186642564688106E-4
Vertex: node:42551, PageRank: 1.5177135484750352E-4
Vertex: node:60422, PageRank: 1.5175669565467386E-4
Vertex: node:99690, PageRank: 1.515015917172932E-4
Vertex: node:10678, PageRank: 1.5141505424840794E-4
Vertex: node:115076, PageRank: 1.513841035989399E-4
Vertex: node:121444, PageRank: 1.5131152857662372E-4
Vertex: node:55404, PageRank: 1.512765228909695E-4
Vertex: node:73340, PageRank: 1.5117251348342208E-4
Vertex: node:65751, PageRank: 1.5116215249617404E-4
Vertex: node:5379, PageRank: 1.5111705852729264E-4
Vertex: node:86411, PageRank: 1.510510838091538E-4
Vertex: node:83720, PageRank: 1.5101036812674543E-4
Vertex: node:36739, PageRank: 1.5093207768050658E-4
Vertex: node:70307, PageRank: 1.50861650815982E-4
Vertex: node:14976, PageRank: 1.5075881177118396E-4
Vertex: node:122637, PageRank: 1.5068492486050567E-4
Vertex: node:25962, PageRank: 1.5066939241765122E-4
Vertex: node:91453, PageRank: 1.506540752440368E-4
Vertex: node:96083, PageRank: 1.5058213124272268E-4
Vertex: node:52817, PageRank: 1.505315313015035E-4
Vertex: node:31445, PageRank: 1.5045818462456836E-4
Vertex: node:4415, PageRank: 1.5041489754360918E-4
Vertex: node:126830, PageRank: 1.5035151918532143E-4
Vertex: node:132679, PageRank: 1.501354012987491E-4
Vertex: node:61115, PageRank: 1.4996394292800022E-4
Vertex: node:119919, PageRank: 1.4993213285543233E-4
Vertex: node:70898, PageRank: 1.4987677761189728E-4
Vertex: node:16190, PageRank: 1.4970967614565293E-4
Vertex: node:90038, PageRank: 1.495868011363226E-4
Vertex: node:55233, PageRank: 1.4953845047024455E-4
Vertex: node:61429, PageRank: 1.4953002072981642E-4
Vertex: node:71602, PageRank: 1.4948780730131734E-4
Vertex: node:119906, PageRank: 1.492324027554613E-4
Vertex: node:52290, PageRank: 1.4920727810160923E-4
Vertex: node:87214, PageRank: 1.492060548536275E-4
Vertex: node:99870, PageRank: 1.4910438998293142E-4
Vertex: node:126043, PageRank: 1.4897909961663952E-4
